Question,Answer,Label
"Compared to the rest of Florida, how does Jacksonville's Filipino population rank?",largest,1
"Compared to the rest of Florida, how does Jacksonville's Filipino population rank?",largest Filipino American community,1
What Jacksonville community is known for having heavy ties to the Navy?,Filipino,1
What Jacksonville community is known for having heavy ties to the Navy?,Filipino community,1
What portion of households in Jacksonville have only one person?,29.7%,1
How many of Jacksonville's city residents are younger than 18?,23.9%,1
Which gender is more populous across all groups in Jacksonville?,females,1
How many men older than 18 are there for every 100 women?,91.3,1
What percentage of global assets does the richest 1% of people have?,40%,1
What percentage of global assets does the richest 1% of people have?,40,1
"According to Oxfam, the 85 richest people have wealth equal to how many average people?",about 3.5 billion people,1
"According to Oxfam, the 85 richest people have wealth equal to how many average people?",3.5 billion,1
"According to Oxfam, the 85 richest people have wealth equal to how many average people?",50%,1
"In order to be considered in the top percentile, a person would need to amass how much money each year?","$759,900",1
What has caused Oxfam's findings to be questioned?,the methodology used,1
What has caused Oxfam's findings to be questioned?,basis of the methodology used,1
What has caused Oxfam's findings to be questioned?,"""silly argument"" and ""a non-issue . . . a diversion.""",1
What has caused Oxfam's findings to be questioned?,basis of the methodology,1
Why does Oxfam and Credit Suisse believe their findings are being doubted?,a diversion,1
Why does Oxfam and Credit Suisse believe their findings are being doubted?,the basis of the methodology used,1
Why does Oxfam and Credit Suisse believe their findings are being doubted?,there are more poor people in the United States and Western Europe than in China,1
What percent of the global assets in 2000 were owned by just 1% of adults?,40%,1
What percent of the global assets in 2000 were owned by just 1% of adults?,40,1
What do the three richest people in the world posses more of than the lowest 48 nations together?,financial assets,1
What do the three richest people in the world posses more of than the lowest 48 nations together?,possess more financial assets than the lowest 48 nations combined.,1
"How much was the combined wealth of the ""10 Million dollar millionaires"" in 2008?",nearly $41 trillion,1
"How much was the combined wealth of the ""10 Million dollar millionaires"" in 2008?",$41 trillion,1
"How much was the combined wealth of the ""10 Million dollar millionaires"" in 2008?","the ""10 million dollar millionaires"" grew to nearly $41 trillion in 2008",1
How much of the global wealth will the wealthiest 1 percent own by 2016?,half,1
How much of the global wealth will the wealthiest 1 percent own by 2016?,more than half,1
How much of the global wealth will the wealthiest 1 percent own by 2016?,own more than half of the global wealth by 2016,1
Why are there more poor people in the United States and Europe than China?,greater tendency to take on debts,1
How many Americans are richer than more than half of all citizens?,400,1
What publication printed that the wealthiest 1% have more money than those in the bottom 90%?,New York Times,1
What is considered as a potential advantage for wealth for some Americans?,Inherited wealth,1
What did the richest 400 Americans have as children that helped them be successful adults?,grew up in substantial privilege,1
What did the richest 400 Americans have as children that helped them be successful adults?,substantial privilege,1
What do the top 400 richest Americans have more of than half of all Americans combined?,wealth,1
Who owns more wealth than the bottom 90 percent of people in the U.S.?,richest 1 percent,1
What may explain why some Americans who've become rich may have had a head start?,Inherited wealth,1
How many of the richest 400 Americans grew up in substantial privilege?,over 60 percent,1
What Institute published findings in September 2012 regarding the Forbes richest 400 Americans?,Institute for Policy Studies,1
What Institute published findings in September 2012 regarding the Forbes richest 400 Americans?,PolitiFact,1
